Year ,Speices,Label,Crawl Fate
2008,2,1,1
2008,2,1,1
2008,2,1,1
2008,2,1,0
2008,2,1,1
2008,2,1,1
2008,2,1,0
2008,2,1,1
2008,2,1,1
2008,2,1,0
2008,2,1,0
2008,2,1,1
2008,2,1,1
2008,2,1,1
2008,2,1,1
2008,2,1,0
2008,2,1,0
2008,2,1,0
2008,2,1,0
2008,2,1,0
2008,2,1,0
2008,2,1,0
2008,2,1,1
2008,2,1,1
2008,2,1,0
2008,2,1,0
2008,2,1,1
2008,2,1,1
2008,2,1,1
2008,2,1,1
2008,2,1,1
2008,2,1,0
2008,2,1,1
2008,2,1,1
2008,2,1,0
2008,2,1,1
2008,2,1,1
2008,2,1,1
2008,2,1,0
2008,2,1,0
2008,2,1,0
2008,2,1,1
2008,2,1,1
2008,2,1,0
2008,2,1,1
2008,2,1,1
2008,2,1,1
2008,2,1,1
2008,2,1,1
2008,2,1,0
2008,2,1,0
2008,2,1,0
2008,2,1,0
2008,2,1,0
2008,2,1,0
2008,2,1,1
2008,2,1,0
2008,2,1,1
2008,2,1,1
2008,2,1,1
2008,2,1,0
2008,2,1,0
2008,2,1,0
2008,2,1,0
2008,2,1,1
2008,2,1,0
2008,2,1,1
2008,2,1,0
2008,2,1,0
2008,2,1,0
2008,2,1,0
2008,2,1,0
2008,2,1,0
2008,2,1,0
2008,2,1,0
2008,2,1,0
2008,2,1,1
2008,2,1,0
2008,2,1,0
2008,2,1,0
2008,2,1,0
2008,2,1,0
2008,2,1,0
2008,2,1,1
2008,2,1,0
2008,2,1,0
2008,2,1,0
2008,2,1,0
2008,2,1,1
2008,2,1,1
2008,2,1,1
2008,2,1,1
2008,2,1,1
2008,2,1,0
2008,2,1,0
2008,2,1,0
2008,2,1,0
2008,2,1,1
2008,2,1,0
2008,2,1,0
2008,2,1,1
2008,2,1,1
2008,2,1,0
2008,2,1,1
2008,2,1,0
2008,2,1,0
2008,2,1,1
2008,2,1,1
2008,2,1,1
2008,2,1,1
2008,2,1,1
2008,2,1,1
2008,2,1,0
2008,2,1,0
2008,2,1,0
2008,2,1,1
2008,2,1,1
2008,2,1,1
2008,2,1,0
2008,2,1,0
2008,2,1,0
2008,2,1,0
2008,2,1,0
2008,2,1,0
2008,2,1,0
2008,2,1,0
2008,2,1,1
2008,2,1,1
2008,2,1,1
2008,2,1,1
2008,2,1,0
2008,2,1,0
2008,2,1,0
2008,2,1,1
2008,2,1,0
2008,2,1,0
2008,2,1,1
2008,2,1,1
2008,2,1,0
2008,2,1,0
2008,2,1,0
2008,2,1,0
2008,2,1,1
2008,2,1,1
2008,2,1,0
2008,2,1,1
2008,2,1,1
2008,2,1,0
2008,2,1,1
2008,2,1,0
2008,2,1,1
2008,2,1,0
2008,2,1,0
2008,2,1,0
2008,2,1,0
2008,2,1,0
2008,2,1,1
2008,2,1,0
2008,2,1,1
2008,2,1,1
2008,2,1,0
2008,2,1,0
2008,2,1,0
2008,2,1,1
2008,2,1,0
2008,2,1,0
2008,2,1,0
2008,2,1,0
2008,2,1,1
2008,2,1,0
2009,2,1,1
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,1
2009,2,1,0
2009,2,1,1
2009,2,1,1
2009,2,1,1
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,1
2009,2,1,1
2009,2,1,1
2009,2,1,1
2009,2,1,1
2009,2,1,0
2009,2,1,1
2009,2,1,1
2009,2,1,1
2009,2,1,0
2009,2,1,1
2009,2,1,1
2009,2,1,0
2009,2,1,0
2009,2,1,1
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,1
2009,2,1,0
2009,2,1,0
2009,2,1,1
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,1
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,1
2009,2,1,1
2009,2,1,0
2009,2,1,0
2009,2,1,1
2009,2,1,1
2009,2,1,0
2009,2,1,1
2009,2,1,1
2009,2,1,0
2009,2,1,0
2009,2,1,1
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,1
2009,2,1,1
2009,2,1,1
2009,2,1,1
2009,2,1,1
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,1
2009,2,1,1
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,1
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,1
2009,2,1,1
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,1
2009,2,1,0
2009,2,1,1
2009,2,1,0
2009,2,1,1
2009,2,1,0
2009,2,1,1
2009,2,1,0
2009,2,1,0
2009,2,1,1
2009,2,1,1
2009,2,1,1
2009,2,1,0
2009,2,1,1
2009,2,1,0
2009,2,1,0
2009,2,1,1
2009,2,1,0
2009,2,1,1
2009,2,1,0
2009,2,1,1
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,1
2009,2,1,0
2009,2,1,1
2009,2,1,1
2009,2,1,1
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,1
2009,2,1,0
2009,2,1,0
2009,2,1,1
2009,2,1,0
2009,2,1,1
2009,2,1,1
2009,2,1,0
2009,2,1,1
2009,2,1,1
2009,2,1,1
2009,2,1,1
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,1
2009,2,1,1
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,1
2009,2,1,1
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,1
2009,2,1,1
2009,2,1,1
2009,2,1,1
2009,2,1,1
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,1
2009,2,1,1
2009,2,1,1
2009,2,1,0
2009,2,1,1
2009,2,1,1
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,1
2009,2,1,1
2009,2,1,0
2009,2,1,1
2009,2,1,0
2009,2,1,0
2009,2,1,1
2009,2,1,1
2009,2,1,1
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,1
2009,2,1,1
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,1
2009,2,1,1
2009,2,1,1
2009,2,1,1
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,1
2009,2,1,1
2009,2,1,0
2009,2,1,1
2009,2,1,1
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,1
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,0
2009,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,1
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,1
2010,2,1,1
2010,2,1,1
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,1
2010,2,1,1
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,1
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,1
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,1
2010,2,1,1
2010,2,1,1
2010,2,1,1
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,1
2010,2,1,1
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,1
2010,2,1,1
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,1
2010,2,1,1
2010,2,1,1
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,1
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,1
2010,2,1,0
2010,2,1,1
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,1
2010,2,1,1
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,1
2010,2,1,1
2010,2,1,1
2010,2,1,1
2010,2,1,1
2010,2,1,1
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,1
2010,2,1,1
2010,2,1,1
2010,2,1,1
2010,2,1,1
2010,2,1,1
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,1
2010,2,1,1
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,1
2010,2,1,1
2010,2,1,1
2010,2,1,1
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,1
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,1
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,1
2010,2,1,1
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,1
2010,2,1,1
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,1
2010,2,1,1
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,1
2010,2,1,1
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,1
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,1
2010,2,1,1
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,1
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,1
2010,2,1,1
2010,2,1,1
2010,2,1,0
2010,2,1,0
2010,2,1,1
2010,2,1,1
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,1
2010,2,1,1
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,1
2010,2,1,1
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,1
2010,2,1,1
2010,2,1,0
2010,2,1,1
2010,2,1,1
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,1
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,1
2010,2,1,1
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,1
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,1
2010,2,1,1
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,1
2010,2,1,1
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,1
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,1
2010,2,1,1
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,1
2010,2,1,0
2010,2,1,0
2010,2,1,1
2010,2,1,1
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,1
2010,2,1,1
2010,2,1,1
2010,2,1,1
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,1
2010,2,1,1
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,1
2010,2,1,1
2010,2,1,0
2010,2,1,1
2010,2,1,1
2010,2,1,1
2010,2,1,1
2010,2,1,0
2010,2,1,0
2010,2,1,1
2010,2,1,0
2010,2,1,0
2010,2,1,1
2010,2,1,1
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,1
2010,2,1,1
2010,2,1,1
2010,2,1,1
2010,2,1,1
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,1
2010,2,1,1
2010,2,1,0
2010,2,1,0
2010,2,1,1
2010,2,1,0
2010,2,1,0
2010,2,1,1
2010,2,1,0
2010,2,1,1
2010,2,1,1
2010,2,1,0
2010,2,1,0
2010,2,1,1
2010,2,1,1
2010,2,1,1
2010,2,1,1
2010,2,1,1
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,1
2010,2,1,1
2010,2,1,0
2010,2,1,1
2010,2,1,0
2010,2,1,0
2010,2,1,1
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,1
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,1
2010,2,1,0
2010,2,1,0
2010,2,1,1
2010,2,1,0
2010,2,1,0
2010,2,1,1
2010,2,1,1
2010,2,1,0
2010,2,1,0
2010,2,1,1
2010,2,1,1
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,0
2010,2,1,1
2010,2,1,0
2010,2,1,0
2010,2,1,0
2011,2,1,1
2011,2,1,0
2011,2,1,1
2011,2,1,1
2011,2,1,1
2011,2,1,1
2011,2,1,1
2011,2,1,1
2011,2,1,1
2011,2,1,1
2011,2,1,0
2011,2,1,1
2011,2,1,1
2011,2,1,0
2011,2,1,1
2011,2,1,1
2011,2,1,1
2011,2,1,1
2011,2,1,1
2011,2,1,0
2011,2,1,1
2011,2,1,1
2011,2,1,0
2011,2,1,1
2011,2,1,0
2011,2,1,1
2011,2,1,1
2011,2,1,1
2011,2,1,0
2011,2,1,1
2011,2,1,1
2011,2,1,1
2011,2,1,1
2011,2,1,1
2011,2,1,0
2011,2,1,0
2011,2,1,0
2011,2,1,1
2011,2,1,1
2011,2,1,1
2011,2,1,1
2011,2,1,0
2011,2,1,1
2011,2,1,0
2011,2,1,0
2011,2,1,1
2011,2,1,0
2011,2,1,1
2011,2,1,1
2011,2,1,0
2011,2,1,1
2011,2,1,1
2011,2,1,1
2011,2,1,0
2011,2,1,1
2011,2,1,0
2011,2,1,0
2011,2,1,0
2011,2,1,1
2011,2,1,1
2011,2,1,0
2011,2,1,0
2011,2,1,0
2011,2,1,0
2011,2,1,0
2011,2,1,0
2011,2,1,1
2011,2,1,1
2011,2,1,0
2011,2,1,0
2011,2,1,1
2011,2,1,1
2011,2,1,1
2011,2,1,0
2011,2,1,1
2011,2,1,0
2011,2,1,1
2011,2,1,1
2011,2,1,0
2011,2,1,0
2011,2,1,1
2011,2,1,1
2011,2,1,0
2011,2,1,1
2011,2,1,1
2011,2,1,0
2011,2,1,1
2011,2,1,0
2011,2,1,1
2011,2,1,0
2011,2,1,0
2011,2,1,0
2011,2,1,1
2011,2,1,1
2011,2,1,0
2011,2,1,1
2011,2,1,1
2011,2,1,0
2011,2,1,0
2011,2,1,0
2011,2,1,0
2011,2,1,1
2011,2,1,1
2011,2,1,1
2011,2,1,0
2011,2,1,0
2011,2,1,0
2011,2,1,0
2011,2,1,1
2011,2,1,1
2011,2,1,1
2011,2,1,1
2011,2,1,1
2011,2,1,0
2011,2,1,0
2011,2,1,0
2011,2,1,0
2011,2,1,1
2011,2,1,1
2011,2,1,1
2011,2,1,0
2011,2,1,1
2011,2,1,1
2011,2,1,0
2011,2,1,0
2011,2,1,0
2011,2,1,0
2011,2,1,1
2011,2,1,1
2011,2,1,0
2011,2,1,0
2011,2,1,0
2011,2,1,0
2011,2,1,1
2011,2,1,1
2011,2,1,1
2011,2,1,1
2011,2,1,1
2011,2,1,1
2011,2,1,0
2011,2,1,0
2011,2,1,0
2011,2,1,0
2011,2,1,0
2011,2,1,0
2011,2,1,1
2011,2,1,0
2011,2,1,1
2011,2,1,0
2011,2,1,0
2011,2,1,1
2011,2,1,1
2011,2,1,1
2011,2,1,1
2011,2,1,1
2011,2,1,1
2011,2,1,1
2011,2,1,0
2011,2,1,0
2011,2,1,0
2011,2,1,0
2011,2,1,0
2011,2,1,1
2011,2,1,1
2011,2,1,1
2011,2,1,1
2011,2,1,0
2011,2,1,0
2011,2,1,0
2011,2,1,0
2011,2,1,0
2011,2,1,1
2011,2,1,1
2011,2,1,0
2011,2,1,0
2011,2,1,0
2011,2,1,1
2011,2,1,1
2011,2,1,0
2011,2,1,1
2011,2,1,1
2011,2,1,1
2011,2,1,0
2011,2,1,0
2011,2,1,1
2011,2,1,1
2011,2,1,1
2011,2,1,0
2011,2,1,0
2011,2,1,1
2011,2,1,0
2011,2,1,0
2011,2,1,0
2011,2,1,1
2011,2,1,1
2011,2,1,1
2011,2,1,1
2011,2,1,1
2011,2,1,0
2011,2,1,1
2011,2,1,1
2011,2,1,0
2011,2,1,0
2011,2,1,1
2011,2,1,1
2011,2,1,0
2011,2,1,0
2011,2,1,0
2011,2,1,0
2011,2,1,1
2011,2,1,1
2011,2,1,1
2011,2,1,1
2011,2,1,0
2011,2,1,1
2011,2,1,1
2011,2,1,1
2011,2,1,1
2011,2,1,1
2011,2,1,1
2011,2,1,0
2011,2,1,0
2011,2,1,1
2011,2,1,1
2011,2,1,0
2011,2,1,0
2011,2,1,1
2011,2,1,0
2011,2,1,0
2011,2,1,0
2011,2,1,0
2011,2,1,0
2011,2,1,1
2011,2,1,1
2011,2,1,0
2011,2,1,0
2011,2,1,0
2011,2,1,0
2011,2,1,0
2011,2,1,1
2011,2,1,0
2011,2,1,1
2011,2,1,0
2011,2,1,1
2011,2,1,0
2011,2,1,1
2011,2,1,0
2011,2,1,0
2011,2,1,1
2011,2,1,0
2011,2,1,0
2011,2,1,0
2011,2,1,0
2011,2,1,1
2011,2,1,0
2011,2,1,0
2011,2,1,0
2011,2,1,0
2011,2,1,0
2011,2,1,0
2011,2,1,0
2011,2,1,1
2011,2,1,1
2011,2,1,0
2011,2,1,1
2011,2,1,0
2011,2,1,0
2011,2,1,1
2011,2,1,1
2011,2,1,1
2011,2,1,0
2011,2,1,0
2011,2,1,0
2011,2,1,0
2012,2,1,0
2012,2,1,1
2012,2,1,0
2012,2,1,0
2012,2,1,1
2012,2,1,0
2012,2,1,0
2012,2,1,1
2012,2,1,1
2012,2,1,1
2012,2,1,1
2012,2,1,1
2012,2,1,1
2012,2,1,1
2012,2,1,1
2012,2,1,0
2012,2,1,0
2012,2,1,0
2012,2,1,1
2012,2,1,0
2012,2,1,1
2012,2,1,0
2012,2,1,0
2012,2,1,1
2012,2,1,1
2012,2,1,1
2012,2,1,1
2012,2,1,1
2012,2,1,1
2012,2,1,0
2012,2,1,0
2012,2,1,0
2012,2,1,1
2012,2,1,1
2012,2,1,0
2012,2,1,0
2012,2,1,0
2012,2,1,0
2012,2,1,0
2012,2,1,0
2012,2,1,0
2012,2,1,1
2012,2,1,0
2012,2,1,0
2012,2,1,0
2012,2,1,0
2012,2,1,1
2012,2,1,1
2012,2,1,1
2012,2,1,0
2012,2,1,0
2012,2,1,1
2012,2,1,1
2012,2,1,1
2012,2,1,1
2012,2,1,1
2012,2,1,0
2012,2,1,0
2012,2,1,0
2012,2,1,1
2012,2,1,1
2012,2,1,0
2012,2,1,1
2012,2,1,1
2012,2,1,0
2012,2,1,0
2012,2,1,1
2012,2,1,1
2012,2,1,0
2012,2,1,0
2012,2,1,1
2012,2,1,0
2012,2,1,0
2012,2,1,0
2012,2,1,1
2012,2,1,0
2012,2,1,0
2012,2,1,1
2012,2,1,1
2012,2,1,0
2012,2,1,0
2012,2,1,0
2012,2,1,1
2012,2,1,0
2012,2,1,1
2012,2,1,1
2012,2,1,1
2012,2,1,0
2012,2,1,0
2012,2,1,1
2012,2,1,1
2012,2,1,1
2012,2,1,1
2012,2,1,0
2012,2,1,0
2012,2,1,1
2012,2,1,0
2012,2,1,1
2012,2,1,0
2012,2,1,0
2012,2,1,0
2012,2,1,0
2012,2,1,0
2012,2,1,0
2012,2,1,0
2012,2,1,0
2012,2,1,0
2012,2,1,1
2012,2,1,1
2012,2,1,1
2012,2,1,1
2012,2,1,0
2012,2,1,0
2012,2,1,0
2012,2,1,1
2012,2,1,1
2012,2,1,1
2012,2,1,0
2012,2,1,0
2012,2,1,0
2012,2,1,1
2012,2,1,1
2012,2,1,1
2012,2,1,1
2012,2,1,1
2012,2,1,1
2012,2,1,1
2012,2,1,0
2012,2,1,0
2012,2,1,0
2012,2,1,0
2012,2,1,1
2012,2,1,1
2012,2,1,0
2012,2,1,1
2012,2,1,1
2012,2,1,1
2012,2,1,1
2012,2,1,1
2012,2,1,0
2012,2,1,1
2012,2,1,1
2012,2,1,0
2012,2,1,0
2012,2,1,0
2012,2,1,0
2012,2,1,0
2012,2,1,0
2012,2,1,0
2012,2,1,0
2012,2,1,0
2012,2,1,0
2012,2,1,0
2012,2,1,0
2012,2,1,0
2012,2,1,0
2012,2,1,1
2012,2,1,1
2012,2,1,1
2012,2,1,1
